text,Legal(LG),Functional(F),LookandFeel(LF),Privacy(PR),Reliability(RL),Recoverability(RC),Audit(AU),Maintenance(MT),Operational(OP),Security(SC),OtherFunctional(OT),Usability(US),AccessControl(AC),PerformanceandScalability(PS),Availability(AV)
the system shall provide the ability to display medical eligibility obtained from patients insurance carrier populated either through data entry in the system itself or through an external application interoperating with the system,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
the system shall provide the ability to specify the role of each provider associated with a patient such as encounter provider primary care provider attending resident or consultant using structured data,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
the system shall provide the ability to update the clinical content or rules utilized to generate clinical decision support reminders and alerts,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
the system shall provide the ability to update clinical decision support guidelines and associated reference material,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
the system shall provide the ability to capture and maintain as discrete data the reason for variation from rulebased clinical messages for example alerts and reminders,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
the system shall provide a means to document a patients dispute with information currently in their chart,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
the system shall provide the ability to identify certain information as confidential and only make that accessible by appropriately authorized users,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
the system shall provide the ability to prevent specified users from accessing a designated patients chart,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
when access to a chart is restricted the system shall provide a means for appropriately authorized users to break the glass for emergency situations,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
the system shall provide the ability to retain data until otherwise purged deleted archived or otherwise deliberately removed,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
the system shall provide the ability to export extract predefined sets of data out of the system,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
the system shall provide the ability for multiple users to interact concurrently with the ehr application,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
the system shall provide the ability for concurrent users to simultaneously view the same record,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
the system shall provide the ability for concurrent users to view the same clinical documentation or template,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
the system shall provide protection to maintain the integrity of clinical data during concurrent access,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
the system shall provide the ability to receive and store general laboratory results using the hl7 v251 oru message standard,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
the system shall provide the ability to send an electronic prescription to pharmacy,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
the system shall provide the ability to respond to a request for a refill sent from a pharmacy,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
the system shall provide the ability to send a query to verify prescription drug insurance eligibility and apply response to formulary and benefit files to determine coverage,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
the system shall provide the ability to capture and display formulary information from pharmacy or pbm pharmacy benefits manager by applying eligibility response,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
the system shall provide the ability to display hitsp c32 or ccd documents and file them as intact documents in the ehr,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
summary patient record content information will include patient demographics medication list medication allergy list,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
the system shall provide the ability to generate and format patient summary documents per the following specifications  hitsp c32 v23 or v25  summary patient record content information will include patient demographics medications medication allergies  generated xml documents must demonstrate use of industrystandard vocabularies or terminologies,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
 the intent is to test the required r fields including the product coded terminology for the medication and medication allergy,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
the system shall provide the ability for a clinical or other authorized user to view the full content of a finalized note,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
the full content of a finalized note includes the finalized note and any finalized modifications to that note including finalized changes referred to as corrections clarifications addenda etc,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
finalizing is the act of publishing into the system in a way that others may access information that has changed,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
the system shall provide the ability to save a note in progress prior to finalizing the note,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
the system shall have the ability to record and display the identity and credentials of all users who entered all or part of a note even if they did not finalize the note,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
the system shall enforce the most restrictive set of rights or privileges or accesses needed by users or groups eg system administration clerical nurse doctor etc or processes acting on behalf of users for the performance of specified tasks,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
the system shall provide the ability for authorized administrators to assign restrictions or privileges to users or groups,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
the system must be able to associate permissions with a user using one or more of the following access controls 1 userbased access rights assigned to each user 2 rolebased users are grouped and access rights assigned to these groups or 3 contextbased rolebased with additional access rights assigned or restricted based on the context of the transaction such as timeofday workstationlocation emergencymode etc the system shall support removal of a users privileges without deleting the user from the system,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
the purpose of the criteria is to provide the ability to remove a users privileges but maintain a history of the user in the system,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
the system shall allow an authorized administrator to set the inclusion or exclusion of auditable events in sc 0203 based on organizational policy  operating requirements or limits,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
the system shall support logging to a common audit engine using the schema and transports specified in the audit log specification of ihe audit trails and node authentication atna profile,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
the system shall be able to detect securityrelevant events that it mediates and generate audit records for them,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
note the system is only responsible for auditing security events that it mediates,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
the system is not expected to create audit logs entries for security events that it does not mediate,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
the system shall record within each audit record the following information when it is available 1 date and time of the event 2 the component of the system eg software component hardware component where the event occurred 3 type of event including data description and patient identifier when relevant 4 subject identity eg user identity and 5 the outcome success or failure of the event,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
the system shall provide authorized administrators with the capability to read all audit information from the audit records in one of the following two ways 1 the system shall provide the audit records in a manner suitable for the user to interpret the information,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
the system shall provide the capability to generate reports based on ranges of system date and time that audit records were collected,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2 the system shall be able to export logs into text format in such a manner as to allow correlation based on time eg utc synchronization,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
the system shall be able to support time synchronization using ntp or sntp and use this synchronized time in all security records of time,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
the system shall have the ability to format for export recorded time stamps using utc based on iso 8601,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
the system shall prohibit all users read access to the audit records except those users that have been granted explicit readaccess,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
the system shall protect the stored audit records from unauthorized deletion,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
the system shall prevent modifications to the audit records,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
the system shall authenticate the user before any access to protected resources eg phi is allowed including when not connected to a network eg mobile devices,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
when passwords are used the system shall support password strength rules that allow for minimum number of characters and inclusion of alphanumeric complexity,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
the system upon detection of inactivity of an interactive session shall prevent further viewing and access to the system by that session by terminating the session or by initiating a session lock that remains in effect until the user reestablishes access using appropriate identification and authentication procedures,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
the inactivity timeout shall be configurable,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
the system shall enforce a limit of configurable consecutive invalid access attempts by a user,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
the system shall protect against further possibly malicious user authentication attempts using an appropriate mechanism eg locks the account or node until released by an administrator locks the account or node for a configurable time period or delays the next login prompt according to a configurable delay algorithm,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
when passwords are used the system shall provide an administrative function that resets passwords,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
when passwords are used user accounts that have been reset by an administrator shall require the user to change the password at next successful logon,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
the system shall provide only limited feedback information to the user during the authentication,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
when passwords are used the system shall allow an authenticated user to change their password consistent with password strength rules sc 0302,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
